"player_name","eno_rank","mlb_id","Team","Injury","Proj. IP","ppERA","ppK%","Stuff+","Location+","Pitching+","Blurb","2021 IP","2021 End Rank","2022 IP","2022 End Rank","2023 IP","2023 End Rank"
"Randy Vasquez",128,"681190","SDP","C",169,4.58,0.195,93,97,96,NA,NA,NA,NA,NA,37.2,95
"Gavin Stone",129,"694813","LAD","C",101,4.35,0.227,89,99,94,NA,NA,NA,NA,NA,NA,NA
"Max Meyer",130,"676974","MIA","#N/A",110,4.39,0.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taijuan Walker",131,"592836","PHI","F",175,4.67,0.196,102,99,98,NA,159,92,157.1,55,172.2,92
"Chase Silseth",132,"681217","LAA","C",124,4.28,0.235,97,97,98,NA,NA,NA,NA,NA,52.1,93
"Alex Wood",133,"622072","OAK","F",128,4.53,0.19,85,97,97,NA,138.2,48,130.2,139,97.2,154
"Kyle Gibson",134,"502043","STL","A",178,4.57,0.18,96,100,98,NA,182,56,167.2,180,192,132
"Nick Martinez",135,"607259","CIN","#N/A",138,4.23,0.223,102,102,103,NA,NA,NA,106.1,81,110.1,68
"Jose Quintana",136,"500779","NYM","C",168,4.77,0.189,77,101,95,NA,63,203,165.2,59,75.2,114
"Kyle Hendricks",137,"543294","CHC","C",158,4.73,0.175,102,105,103,NA,181,142,84.1,142,137,77
"Steven Matz",138,"571927","STL","F",116,4.39,0.205,87,102,97,NA,150.2,59,48,115,105,119
"Ryne Nelson",139,"669194","ARI","C",124,5.15,0.171,96,104,101,NA,NA,NA,NA,NA,144,203
"Erick Fedde",140,"607200","CHW","#N/A",146,NA,NA,NA,NA,NA,NA,133.1,191,127,216,NA,NA
"Will Warren",141,"701542","NYY","#N/A",113,4.32,0.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AJ Smith-Shawver",142,"700363","ATL","C",96,4.82,0.234,93,93,93,NA,NA,NA,NA,NA,NA,NA
"Dane Dunning",143,"641540","TEX","A",152,4.69,0.19,82,102,96,NA,117.2,159,153.1,189,172.2,61
"Clayton Kershaw",144,"477132","LAD","F",63,3.74,0.251,109,99,100,NA,121.2,29,126.1,20,131.2,6
"Zack Littell",145,"641793","TBR","D",146,4.71,0.185,83,105,100,NA,NA,NA,NA,NA,90,99
"James Paxton",146,"572020","LAD","F",101,4.58,0.225,88,100,95,NA,NA,NA,NA,NA,96,109
"Jose Urquidy",147,"664353","HOU","D",109,4.72,0.197,106,103,102,NA,107,41,164.1,62,63,158
"Connor Phillips",148,"683175","CIN","C",79,4.73,0.241,114,93,97,NA,NA,NA,NA,NA,NA,NA
"Brady Singer",149,"663903","KCR","C",169,4.55,0.194,84,100,95,NA,128.1,193,153.1,42,159.2,213
"Jakob Junis",150,"596001","MIL","#N/A",121,4.1,0.228,114,101,106,NA,39.1,146,112,135,NA,NA
"Mason Black",151,NA,"SFG",NA,NA,4.38,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Joey Cantillo",152,NA,"CLE","#N/A",74,4.59,0.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michael Lorenzen",153,"547179",NA,"F",158,4.69,0.189,103,101,102,NA,NA,NA,97.2,110,153,78
"Jhony Brito",154,"666745","SDP","C",131,4.62,0.175,97,104,103,NA,NA,NA,NA,NA,90.1,74
"Bryce Elder",155,"693821","ATL","A",147,4.56,0.19,101,100,99,NA,NA,NA,54,97,174.2,72
"Lance McCullers Jr.",156,"621121","HOU","F",76,NA,NA,NA,NA,NA,NA,162.1,27,47.2,70,NA,NA
"Logan Allen",157,"671106","CLE","C",143,4.72,0.208,78,101,96,NA,NA,NA,NA,NA,125.1,120
"Hayden Wesneski",158,"669713","CHC","C",90,4.52,0.213,98,101,100,NA,NA,NA,NA,NA,89.1,134
"Ken Waldichuk",159,"686610","OAK","C",112,4.7,0.213,84,95,94,NA,NA,NA,NA,NA,141,221
"Javier Assad",160,"665871","CHC","B",137,4.9,0.184,89,98,95,NA,NA,NA,37.2,119,109.1,63
"Jordan Wicks",161,"696136","CHC","B",145,4.91,0.187,82,101,97,NA,NA,NA,NA,NA,NA,NA
"Ryan Weathers",162,"677960","MIA","C",55,5.04,0.178,89,98,95,NA,94.2,174,NA,NA,57.2,207
"Josiah Gray",163,"680686","WSN","A",177,5.1,0.206,90,96,93,NA,70.2,163,148.2,175,159,150
"Cody Bradford",165,"674003","TEX","B",75,4.93,0.19,97,106,100,NA,NA,NA,NA,NA,56,122
"Cole Irvin",166,"608344","BAL","A",119,5.05,0.16,78,104,97,NA,178.1,134,181,89,77.1,137
"Alek Manoah",167,"666201","TOR","A",126,4.74,0.215,87,95,93,NA,111.2,34,196.2,4,87.1,219
"Michael Grove",168,"675627","LAD","C",78,4.36,0.227,98,103,102,NA,NA,NA,NA,NA,69,182
"Simeon Woods Richardson",169,"680573","MIN","#N/A",93,5.15,0.181,83,99,93,NA,NA,NA,NA,NA,NA,NA
"Jose Butto",171,"676130","NYM","C",74,4.97,0.183,94,96,95,NA,NA,NA,NA,NA,42,121
"Anthony DeSclafani",172,"543101","SFG","F",148,4.63,0.192,95,99,98,NA,167.2,21,NA,NA,99.2,139
"Matthew Liberatore",173,"669461","STL","C",51,4.71,0.19,89,95,93,NA,NA,NA,NA,NA,61.2,162
"Brandon Williamson",174,"682227","CIN","B",124,5.48,0.183,91,99,96,NA,NA,NA,NA,NA,117,130
"Ross Stripling",175,"548389","SFG","D",132,4.38,0.195,91,107,99,NA,101.1,135,134.1,33,89,181
"Ricky Tiedemann",176,"694357","TOR","#N/A",55,3.99,0.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drew Rasmussen",177,"656876","TBR","C",68,3.72,0.243,114,110,110,NA,76,53,146,31,44.2,59
"Carlos Carrasco",178,"471911","CLE","F",128,4.59,0.185,98,97,96,NA,53.2,175,152,74,90,223
"Zack Thompson",179,"668868","STL","C",74,4.99,0.187,72,100,90,NA,NA,NA,NA,NA,66.1,126
"Robert Gasser",180,"688107","MIL","#N/A",102,4.8,0.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
